Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Is Fraudulent,Account Age Days,Transaction Hour
0ad36a7e-9b52-4c4a-b01,CUST_1135,228.59,2024-05-27 16:39:22,debit card,beauty,9,31,Chicago,desktop_7996,253.44.247.186,0,1476,16
38110d27-4ad5-4f1e-bce,CUST_1127,330.12,2024-01-31 08:01:29,credit card,jewelry,10,38,Singapore,desktop_4171,127.92.119.182,0,1249,8
f42fbe13-b463-4ab5-b22,CUST_1105,201.37,2024-01-18 12:19:19,crypto,automotive,6,30,Moscow,tablet_1185,12.170.179.144,0,1403,12
037fdd41-8fb1-4c8f-a79,CUST_1029,194.05,2024-03-25 11:53:21,PayPal,beauty,1,66,Istanbul,mobile_3877,176.170.174.102,0,171,11
01a110af-8da5-40f3-88a,CUST_1123,406.74,2024-06-22 19:20:35,crypto,electronics,4,67,Dubai,laptop_1917,40.235.171.119,0,248,19
e22723a7-9b0a-4292-bc8,CUST_1084,181.39,2024-01-08 21:21:24,crypto,groceries,10,55,Istanbul,tablet_5595,205.181.33.249,0,786,21
5d1cfc0b-d066-49b2-bbe,CUST_1047,119.9,2024-04-05 11:28:53,bank transfer,jewelry,9,52,Singapore,desktop_1518,153.59.157.181,0,419,11
b8d40820-09d3-4028-b1e,CUST_1028,134.21,2024-01-07 16:51:30,crypto,groceries,4,23,Chicago,mobile_8270,96.19.103.234,0,1191,16
76888d00-e1be-4858-a48,CUST_1123,334.65,2024-01-10 19:29:24,crypto,clothing,1,67,Dubai,mobile_9456,188.158.167.37,0,248,19
0068cf79-5276-4648-b4a,CUST_1011,109.65,2024-06-17 16:47:19,credit card,sports,4,65,Istanbul,mobile_2689,176.44.170.120,0,535,16
4e55666c-3faf-4fed-866,CUST_1049,119.38,2024-01-04 09:39:35,crypto,clothing,4,46,Istanbul,laptop_2927,74.141.163.198,0,184,9
7d757af6-2379-4e39-bed,CUST_1140,37.77,2024-01-19 10:19:39,bank transfer,automotive,8,37,Beijing,desktop_5011,82.138.72.242,0,750,10
d874f88f-9d4f-409a-aa7,CUST_1007,2267.66,2024-06-10 22:53:44,PayPal,books,5,69,Lagos,desktop_4150,173.25.54.99,1,20,22
d6fc7266-fcd7-4dc0-aee,CUST_1050,83.4,2024-01-25 15:29:19,PayPal,beauty,4,52,New York,tablet_2522,183.40.238.146,0,1365,15
f46ec1e5-f007-4755-a01,CUST_1036,46.03,2024-03-24 20:29:31,credit card,clothing,8,39,New York,tablet_6412,221.132.186.101,0,161,20
5abb5efa-33a8-412f-849,CUST_1122,7503.93,2024-05-22 02:41:04,bank transfer,automotive,8,62,New York,tablet_7646,44.144.178.155,1,4,2
f5c782eb-eb41-4169-a15,CUST_1105,337.45,2024-05-31 19:27:50,PayPal,books,9,30,Moscow,laptop_7288,62.124.81.250,0,1403,19
3df1c877-c80a-4b1e-912,CUST_1044,296.46,2024-01-25 16:52:28,debit card,sports,7,45,Dubai,laptop_6330,170.39.249.30,0,755,16
b453d126-ceed-4cf1-9c5,CUST_1027,8075.54,2024-01-01 23:48:09,debit card,beauty,9,33,Los Angeles,desktop_1711,153.194.167.127,1,25,23
f6d06cdb-ad84-4858-acc,CUST_1147,110.21,2024-04-21 12:45:58,bank transfer,clothing,10,59,Dubai,desktop_5910,115.100.105.175,0,201,12
263a951b-1b61-4df9-bf2,CUST_1130,1699.53,2024-03-01 00:27:44,crypto,gaming,6,71,Sydney,mobile_5803,33.150.31.95,1,10,0
87972061-4334-4ec4-b67,CUST_1103,259.98,2024-02-18 10:35:24,bank transfer,gaming,3,34,Los Angeles,tablet_8780,98.222.108.170,0,419,10
67d8f9bf-58ae-467a-84c,CUST_1032,330.91,2024-02-04 14:05:08,PayPal,beauty,10,31,Istanbul,mobile_3359,35.5.36.166,0,896,14
9243db62-4d63-41f0-981,CUST_1046,34.56,2024-04-18 10:38:00,crypto,beauty,4,69,Houston,desktop_4698,117.217.230.99,0,724,10
e62abb1f-43ea-4c4f-bc2,CUST_1068,249.14,2024-06-25 15:05:09,crypto,sports,8,24,Chicago,mobile_8917,106.187.17.251,0,1183,15
8e969d7c-6933-440b-a8a,CUST_1133,100.28,2024-05-28 20:19:39,credit card,books,9,38,Istanbul,mobile_9834,228.45.125.121,0,717,20
4ba66b69-4d8b-49e7-962,CUST_1120,194.61,2024-03-18 17:46:50,crypto,sports,1,54,Mumbai,desktop_5827,117.240.169.108,0,1319,17
c1d4c261-0124-4c08-a35,CUST_1148,86.47,2024-01-22 15:08:32,credit card,sports,5,29,Los Angeles,mobile_5699,44.26.149.208,0,975,15
13b81b54-ef79-479f-a8a,CUST_1071,8263.08,2024-06-17 01:28:23,debit card,sports,4,46,Istanbul,mobile_3860,56.119.13.144,1,24,1
f540dde9-976f-46c7-979,CUST_1135,154.93,2024-05-06 21:48:26,PayPal,jewelry,8,31,Chicago,mobile_3376,221.16.175.252,0,1476,21
c6f1fb47-c70d-4659-8c7,CUST_1042,166.66,2024-02-12 08:29:25,PayPal,sports,8,68,Sao Paulo,desktop_2900,54.176.27.165,0,527,8
6456b42c-e8b3-4251-92b,CUST_1136,125.77,2024-04-24 12:24:43,bank transfer,automotive,1,52,Singapore,desktop_3378,60.194.199.122,0,707,12
e344c670-fe5a-4fe5-8d2,CUST_1136,2893.82,2024-04-28 03:49:43,debit card,jewelry,9,52,Singapore,desktop_6635,245.221.139.86,1,19,3
375eba07-58fc-4664-8e7,CUST_1046,49.24,2024-01-26 14:33:06,PayPal,books,4,69,Houston,mobile_1195,81.5.4.213,0,724,14
dcd9d791-013d-420d-98f,CUST_1064,384.24,2024-02-25 21:38:40,credit card,clothing,2,51,Lagos,mobile_1931,50.17.12.159,0,1187,21
be28aeb9-f0bd-4406-bd3,CUST_1033,258.3,2024-04-29 12:42:59,credit card,beauty,5,30,Berlin,tablet_5150,97.94.56.179,0,1442,12
2809c3a4-cf11-4543-b91,CUST_1082,55.77,2024-03-08 12:11:28,credit card,beauty,4,53,New York,mobile_7271,66.82.37.71,0,905,12
7e96a140-b4cd-4b3b-a9c,CUST_1045,332.93,2024-06-13 17:06:58,PayPal,sports,2,61,Houston,laptop_4578,166.251.55.37,0,140,17
b4eee8a6-f856-4036-8c5,CUST_1018,8449.73,2024-03-09 03:09:44,bank transfer,gaming,10,61,Houston,laptop_2584,65.228.9.230,1,22,3
9b117ebc-8262-4b74-b53,CUST_1125,1793.87,2024-03-26 02:43:19,PayPal,electronics,2,72,Houston,laptop_8898,104.35.115.1,1,18,2
f4c748ec-16af-4b3f-8e7,CUST_1087,28.03,2024-02-18 18:19:44,PayPal,clothing,6,60,Houston,tablet_3893,21.235.148.166,0,541,18
73b9bf37-a3fa-4c8d-ad4,CUST_1112,249.25,2024-05-31 19:15:31,PayPal,clothing,9,36,Mumbai,tablet_1415,189.97.71.10,0,652,19
9ea5ef89-d5b1-4aaf-b9f,CUST_1127,296.23,2024-01-31 14:13:51,crypto,beauty,9,38,Singapore,desktop_1918,137.230.8.10,0,1249,14
32ec61b2-a6fc-4290-a42,CUST_1148,6161.42,2024-01-12 22:15:44,debit card,electronics,3,29,Los Angeles,mobile_9010,71.125.114.36,1,16,22
ec15cb93-157f-4d0f-b22,CUST_1078,305.62,2024-01-28 21:07:31,crypto,jewelry,2,75,Los Angeles,tablet_2047,211.49.233.157,0,544,21
37fd91a8-16a7-4a06-9dc,CUST_1109,228.12,2024-01-12 20:37:11,bank transfer,clothing,2,53,Phoenix,tablet_6268,87.205.166.31,0,635,20
d4aef6de-3e63-4958-83e,CUST_1106,103.15,2024-01-26 10:50:54,crypto,gaming,3,39,Jakarta,tablet_1666,44.189.84.113,0,1390,10
2fe426d1-a4cc-42bd-af3,CUST_1124,4213.02,2024-06-26 03:08:13,debit card,sports,9,51,Singapore,tablet_5648,164.57.12.190,1,25,3
eecdfdca-a93a-49de-a2d,CUST_1061,49.92,2024-03-18 21:22:26,credit card,automotive,4,61,Toronto,tablet_9190,241.89.19.153,0,169,21
13d88035-f765-473c-a5e,CUST_1135,262.86,2024-06-09 20:42:13,bank transfer,electronics,4,31,Chicago,tablet_8605,251.48.185.221,0,1476,20
e461011c-5043-44a3-840,CUST_1038,1243.03,2024-02-23 02:27:16,bank transfer,beauty,1,58,Los Angeles,tablet_1706,248.242.254.46,1,12,2
4634a458-746b-4bf1-906,CUST_1013,6715.51,2024-03-24 22:26:12,bank transfer,jewelry,2,26,Mexico City,laptop_9785,46.80.14.125,1,19,22
5050314f-9963-489b-a8a,CUST_1025,151.61,2024-02-07 14:13:59,crypto,beauty,3,18,Jakarta,tablet_2204,61.211.102.97,0,1116,14
cfe0d61f-bd94-4924-9d4,CUST_1034,188.75,2024-02-02 13:02:44,crypto,electronics,5,59,Moscow,desktop_4313,118.99.183.250,0,1405,13
9d52fb4e-96ec-4d90-8e9,CUST_1119,5540.6,2024-01-23 01:26:54,crypto,beauty,4,57,Chicago,desktop_3784,44.175.112.227,1,18,1
311fde83-37b6-413d-90b,CUST_1118,92.27,2024-02-08 17:58:36,credit card,gaming,1,27,New York,tablet_5060,72.7.219.189,0,437,17
1e29318a-90dd-4fd0-8d9,CUST_1120,4510.02,2024-05-22 00:48:00,PayPal,jewelry,3,54,Mumbai,laptop_2605,130.17.217.136,1,8,0
7ad99c4c-65ec-42d1-843,CUST_1061,74.68,2024-04-27 19:54:36,crypto,electronics,8,61,Toronto,desktop_3650,166.46.8.123,0,169,19
71ee2d72-e09b-4827-b9d,CUST_1035,191.24,2024-01-19 18:24:57,bank transfer,automotive,1,46,Houston,desktop_8607,224.207.94.203,0,1089,18
4e450433-304b-4eeb-bc0,CUST_1069,225.48,2024-06-21 16:23:56,credit card,clothing,7,34,Phoenix,desktop_1898,179.106.41.159,0,1066,16
1d347ed1-b6b4-4398-854,CUST_1010,207.21,2024-01-30 16:41:30,crypto,jewelry,4,47,Phoenix,mobile_4354,94.187.89.166,0,1346,16
134e23e4-174e-49d2-b78,CUST_1068,313.62,2024-04-25 13:31:32,crypto,clothing,8,24,Chicago,mobile_7108,129.216.141.14,0,1183,13
2b6461b5-8d3c-4115-bb1,CUST_1136,226.66,2024-01-21 09:25:57,debit card,sports,2,52,Singapore,desktop_2075,231.149.231.159,0,707,9
afe107f1-3011-404c-b8b,CUST_1070,5069.64,2024-03-16 00:26:43,crypto,groceries,8,74,Toronto,laptop_9785,189.52.44.152,1,21,0
0776b998-eed1-4ad8-a4b,CUST_1113,298.06,2024-02-29 21:53:33,bank transfer,gaming,10,56,Lagos,mobile_1361,189.10.149.49,0,1217,21
9dc4033d-a40d-4459-98c,CUST_1083,79.24,2024-04-05 15:18:49,credit card,groceries,6,75,Phoenix,tablet_6021,125.227.234.78,0,1445,15
c3722ee4-7066-493f-b12,CUST_1042,293.11,2024-03-01 10:07:02,bank transfer,groceries,8,68,Sao Paulo,tablet_3514,159.82.146.47,0,527,10
82227c68-3e68-47b8-91a,CUST_1047,90.18,2024-05-16 10:19:07,credit card,gaming,8,52,Singapore,desktop_3423,53.17.162.251,0,419,10
5939275e-001b-46a1-bf0,CUST_1117,195.26,2024-03-15 15:48:36,debit card,beauty,6,61,Berlin,desktop_5842,238.163.79.2,0,511,15
bfb5fff5-79d9-4e58-88f,CUST_1122,169.69,2024-04-24 11:22:05,bank transfer,electronics,10,62,New York,mobile_6047,231.20.71.174,0,1373,11
3f320af9-6906-4edd-8c2,CUST_1149,134.41,2024-04-24 16:43:42,credit card,automotive,7,31,Singapore,mobile_2369,135.113.142.51,0,700,16
9d05abc9-6a82-4b76-a6a,CUST_1081,213.15,2024-03-29 12:22:19,PayPal,automotive,2,28,Singapore,tablet_8006,155.28.184.102,0,566,12
12a71c8a-1d5b-49ee-ac6,CUST_1113,229.09,2024-04-16 19:08:53,crypto,clothing,3,56,Lagos,tablet_7944,190.212.226.74,0,1217,19
cc01ad18-6114-46c8-aad,CUST_1121,422.32,2024-04-16 12:11:35,PayPal,groceries,4,49,Beijing,laptop_2449,254.171.33.239,0,816,12
80cb4128-8987-4314-818,CUST_1097,356.04,2024-05-23 15:47:29,debit card,electronics,1,40,Mexico City,desktop_5979,75.251.21.211,0,601,15
8f4cb5e7-bc38-4c63-96d,CUST_1076,8235.7,2024-01-08 01:07:48,bank transfer,beauty,2,63,Lagos,desktop_9059,214.241.63.168,1,21,1
4af6ee59-74b2-43f1-84e,CUST_1092,505.54,2024-05-11 13:46:36,credit card,sports,3,35,London,desktop_8799,149.246.223.223,0,538,13
0915374e-4a98-4bdb-bd5,CUST_1037,225.57,2024-04-02 12:26:40,bank transfer,electronics,5,55,Toronto,tablet_1866,82.236.69.92,0,501,12
b7d3eee5-4621-4840-a65,CUST_1019,116.84,2024-06-24 21:51:19,bank transfer,books,2,66,Sydney,mobile_3738,132.99.93.196,0,1129,21
975eb9b5-41d2-4f27-aa3,CUST_1090,326.61,2024-05-04 20:26:21,debit card,clothing,4,74,Dubai,desktop_7111,211.73.6.36,0,392,20
a42690cd-d366-4015-abc,CUST_1056,8371.96,2024-03-20 02:44:23,debit card,beauty,10,27,Mumbai,desktop_1711,204.58.213.118,1,16,2
fd344fbd-e46a-45b1-b90,CUST_1087,142.08,2024-02-28 19:19:08,debit card,groceries,2,60,Houston,mobile_4643,45.155.14.191,0,541,19
b503c683-3fe3-4158-92c,CUST_1028,158.92,2024-01-28 11:02:50,crypto,electronics,8,23,Chicago,laptop_1696,20.9.247.194,0,1191,11
0c31df33-623e-4fff-b84,CUST_1064,8344.8,2024-02-21 22:11:42,bank transfer,electronics,2,51,Lagos,mobile_3028,56.119.13.144,1,7,22
61a5aff0-0f2f-4faa-adf,CUST_1071,1612.67,2024-05-15 00:13:45,debit card,sports,3,46,Istanbul,tablet_2119,90.180.82.219,1,19,0
b429e32c-d8f2-4ce0-827,CUST_1137,172.54,2024-01-28 18:11:53,bank transfer,gaming,7,71,Dubai,laptop_7004,2.50.109.236,0,453,18
751486e6-bdf7-4d0f-999,CUST_1058,42.99,2024-02-04 16:31:48,bank transfer,sports,9,21,Los Angeles,laptop_2807,105.57.160.32,0,672,16
30057b2b-1fd4-4b04-818,CUST_1021,150.87,2024-04-23 21:14:35,PayPal,sports,7,18,Sydney,desktop_8486,84.252.59.99,0,959,21
e50ef4b9-abf3-4c06-a2c,CUST_1017,337.57,2024-01-27 18:25:28,crypto,clothing,2,34,Istanbul,mobile_9055,230.243.188.46,0,1113,18
3081bc23-6633-40ee-bed,CUST_1102,2442.16,2024-02-29 00:53:27,PayPal,sports,10,25,Beijing,desktop_6548,251.52.86.17,1,13,0
ce7a13a5-c5ea-4df8-b55,CUST_1102,173.74,2024-02-01 09:16:31,PayPal,jewelry,3,25,Beijing,laptop_9379,92.243.207.253,0,1077,9
2e05dcf3-2e3c-4a50-819,CUST_1013,7033.41,2024-05-06 22:50:29,debit card,sports,8,26,Mexico City,desktop_6635,128.13.91.98,1,22,22
bafa0665-efe6-4648-b88,CUST_1066,177.98,2024-04-08 09:28:20,PayPal,beauty,8,26,Berlin,mobile_8051,139.175.9.244,0,840,9
5b0fd259-45f7-41b0-a91,CUST_1045,4797.13,2024-06-21 22:31:42,crypto,automotive,10,61,Houston,desktop_4150,221.155.84.126,1,4,22
78e2d0bc-e023-4981-ae8,CUST_1143,98.8,2024-03-31 18:49:18,bank transfer,electronics,1,19,Beijing,desktop_9105,219.80.28.101,0,1024,18
c9473362-9cf5-4a60-93f,CUST_1032,296.98,2024-01-25 14:27:22,bank transfer,gaming,6,31,Istanbul,mobile_6591,215.187.178.208,0,896,14
455a6e3d-d555-496e-9e4,CUST_1062,7925.31,2024-02-13 02:01:34,bank transfer,electronics,8,33,Seoul,mobile_2073,56.119.13.144,1,4,2
4d624a39-2447-420d-9aa,CUST_1108,280.98,2024-03-23 14:36:06,PayPal,clothing,4,44,Lagos,laptop_1364,146.215.136.6,0,1395,14
865bb60e-fa84-4a0e-933,CUST_1128,249.98,2024-02-21 14:31:40,credit card,automotive,4,45,Istanbul,desktop_6952,208.173.85.158,0,1063,14
83452be3-d57e-48c3-9fc,CUST_1012,183.33,2024-05-15 17:30:27,debit card,books,2,45,Seoul,mobile_2552,77.205.115.160,0,1227,17
3f36737c-6f9a-4ccc-b76,CUST_1077,91.55,2024-04-12 14:16:39,crypto,beauty,9,72,Sydney,desktop_4278,130.153.221.170,0,1328,14
9ff00633-64e2-4474-a43,CUST_1004,342.62,2024-04-21 17:59:36,credit card,automotive,4,52,Toronto,laptop_5389,161.95.255.55,0,380,17
d788470e-ca33-4562-adc,CUST_1037,212.42,2024-01-17 13:40:13,PayPal,sports,5,55,Toronto,laptop_7721,62.77.153.217,0,501,13
02652d2c-ba24-4028-8e1,CUST_1065,406.05,2024-03-20 21:29:31,crypto,gaming,7,60,Lagos,mobile_3456,176.120.207.62,0,448,21
eba5be11-3638-49d3-929,CUST_1009,428.79,2024-03-12 20:42:35,debit card,electronics,8,31,Sao Paulo,mobile_5233,52.81.139.35,0,674,20
1b974425-5ba6-46d0-aa1,CUST_1014,265.49,2024-06-20 13:42:56,credit card,gaming,3,73,Houston,desktop_2041,221.42.160.155,0,126,13
d775331f-2ada-4fb2-a6d,CUST_1146,186.8,2024-02-01 17:49:51,bank transfer,books,10,55,Seoul,mobile_4900,189.61.128.128,0,836,17
43bf1ceb-d341-440e-bf0,CUST_1060,92.99,2024-03-06 14:55:37,credit card,beauty,9,23,London,mobile_3869,240.216.111.37,0,1070,14
42535b37-8717-47c6-9b8,CUST_1028,147.03,2024-02-07 20:23:30,bank transfer,sports,1,23,Chicago,tablet_5550,82.216.243.175,0,1191,20
8f1e564e-593c-4f40-b08,CUST_1008,125.02,2024-06-24 20:07:34,debit card,beauty,7,31,Seoul,laptop_6067,216.27.122.65,0,165,20
61bf29ab-afc9-41c6-830,CUST_1100,8310.3,2024-06-13 02:26:50,credit card,sports,2,20,Houston,desktop_1711,235.130.154.24,1,21,2
d4eb85ea-c0c7-4912-a2d,CUST_1125,31.24,2024-02-11 21:44:16,crypto,clothing,6,72,Houston,laptop_2644,121.211.170.184,0,540,21
599b8085-fcd4-4b1a-b31,CUST_1140,28.3,2024-06-13 15:08:00,PayPal,jewelry,5,37,Beijing,mobile_1853,189.167.232.178,0,750,15
813be4b0-479f-468a-a8a,CUST_1021,162.55,2024-03-22 20:28:30,debit card,sports,3,18,Sydney,tablet_7722,29.80.127.133,0,959,20
d8801276-04da-4073-a51,CUST_1083,89.56,2024-05-26 21:14:01,credit card,automotive,10,75,Phoenix,laptop_7022,205.144.101.22,0,1445,21
55e842ba-96cc-41ad-b7e,CUST_1022,607.04,2024-06-07 14:27:38,bank transfer,groceries,2,50,Houston,tablet_1815,250.236.101.68,0,395,14
6f77e3e9-1dcd-4065-8d8,CUST_1043,382.5,2024-02-22 11:12:55,bank transfer,sports,8,24,Houston,laptop_8433,243.60.7.184,0,419,11
88932310-7697-4cd0-97a,CUST_1110,69.7,2024-02-16 14:26:50,debit card,electronics,5,42,London,desktop_4102,220.105.110.211,0,1391,14
ae093602-4e53-4c94-ade,CUST_1060,102.38,2024-06-26 13:25:43,debit card,gaming,7,23,London,laptop_2404,159.230.127.95,0,1070,13
db6b6075-1e94-4abb-ba7,CUST_1065,379.75,2024-03-31 15:38:42,crypto,electronics,1,60,Lagos,desktop_4847,19.48.30.14,0,448,15
732b6f3d-91d2-4774-a8f,CUST_1097,341.78,2024-04-29 13:08:05,bank transfer,automotive,7,40,Mexico City,mobile_3938,78.202.189.34,0,601,13
9200ba48-b430-4fac-95b,CUST_1029,6932.15,2024-03-08 02:39:53,bank transfer,automotive,6,66,Istanbul,laptop_5603,189.52.44.152,1,14,2
7e2a5e9d-ffa1-48a9-a2e,CUST_1042,329.39,2024-02-08 11:03:14,debit card,electronics,8,68,Sao Paulo,laptop_1871,81.251.77.143,0,527,11
2d62a7da-5ada-4b81-a39,CUST_1119,65.18,2024-05-06 15:07:54,debit card,clothing,6,57,Chicago,laptop_6841,112.59.253.11,0,1003,15
0f658a41-7db5-4f78-994,CUST_1072,5585.09,2024-05-26 22:11:26,credit card,jewelry,8,69,Mexico City,desktop_4479,189.52.44.152,1,1,22
61714f45-ae84-4f1f-a92,CUST_1084,225.61,2024-03-23 21:09:01,credit card,beauty,8,55,Istanbul,desktop_2737,7.145.62.101,0,786,21
aeb82b53-7e06-41a4-b48,CUST_1068,202.5,2024-05-25 19:08:13,credit card,sports,6,24,Chicago,mobile_8423,153.2.168.249,0,1183,19
af7534fb-11c6-458d-832,CUST_1018,499.6,2024-04-12 11:05:01,debit card,groceries,7,61,Houston,desktop_3916,141.195.47.103,0,53,11
a2db3409-b091-45c0-b1f,CUST_1072,272.9,2024-06-03 18:08:22,credit card,books,9,69,Mexico City,laptop_8083,166.78.61.77,0,1282,18
1738a262-289b-40d4-a5b,CUST_1114,65.77,2024-04-18 20:51:23,crypto,groceries,7,61,Mumbai,laptop_2478,227.198.243.69,0,935,20
0b845bc1-d280-4a2f-9fa,CUST_1023,469.32,2024-05-14 18:05:18,PayPal,gaming,2,71,Mexico City,tablet_3540,11.174.237.174,0,641,18
9d851b10-91dd-4600-b40,CUST_1122,101.63,2024-04-19 16:18:36,credit card,automotive,2,62,New York,desktop_5073,77.76.65.176,0,1373,16
2be552a6-eb99-44f8-9f0,CUST_1131,236.59,2024-05-08 20:01:07,PayPal,groceries,3,49,Toronto,laptop_5151,28.217.211.25,0,1097,20
10d34472-2d2a-43bb-98f,CUST_1011,168.2,2024-03-08 17:21:58,debit card,jewelry,3,65,Istanbul,laptop_8371,22.213.152.81,0,535,17
fcb29160-2cb6-48bb-8eb,CUST_1066,6177.57,2024-04-13 23:55:42,crypto,beauty,5,26,Berlin,desktop_1711,28.222.9.2,1,15,23
14403898-15e9-4c76-965,CUST_1092,374.42,2024-06-27 08:12:54,credit card,jewelry,8,35,London,tablet_3213,177.202.154.23,0,538,8
778bb58d-f7ce-4050-8c8,CUST_1061,56.05,2024-04-18 15:01:07,debit card,groceries,8,61,Toronto,laptop_3427,112.97.44.78,0,169,15
df4d4233-abaa-4459-859,CUST_1120,205.61,2024-04-20 18:26:54,PayPal,automotive,5,54,Mumbai,desktop_7418,6.230.124.52,0,1319,18
a5d55129-2829-43c7-94c,CUST_1102,5526.51,2024-03-09 00:57:41,PayPal,beauty,2,25,Beijing,mobile_7914,152.249.118.183,1,18,0
74dd314c-55df-4a62-bcb,CUST_1088,162.77,2024-03-29 15:28:14,crypto,jewelry,10,74,Dubai,desktop_4149,115.223.10.42,0,1176,15
cd895592-60d0-43b7-aea,CUST_1086,255.57,2024-06-16 18:47:23,PayPal,groceries,10,75,Moscow,desktop_7395,236.239.67.227,0,111,18
5608ac87-09bf-473b-a4a,CUST_1022,334.33,2024-05-05 17:06:50,PayPal,beauty,5,50,Houston,tablet_3561,171.247.66.45,0,395,17
c786b226-4f02-40c8-870,CUST_1142,299.09,2024-05-08 21:02:51,credit card,books,7,49,Toronto,desktop_6849,13.9.183.226,0,481,21
c72ed50b-2834-4a95-af1,CUST_1058,7236.06,2024-05-22 00:17:57,debit card,automotive,10,21,Los Angeles,mobile_5803,109.16.15.24,1,25,0
80d64109-f9b1-4556-895,CUST_1012,191.18,2024-06-05 20:39:50,credit card,automotive,1,45,Seoul,mobile_2734,238.224.234.247,0,1227,20
46878ec7-8791-4914-948,CUST_1042,227.67,2024-05-09 20:31:46,credit card,groceries,6,68,Sao Paulo,desktop_3572,162.60.105.234,0,527,20
12e9c0d8-0bc9-431b-a8b,CUST_1035,102.49,2024-05-01 11:21:18,crypto,groceries,2,46,Houston,laptop_1107,32.103.224.249,0,1089,11
fdd31f9e-3c47-4d54-9ff,CUST_1106,228.53,2024-04-27 14:54:33,bank transfer,electronics,8,39,Jakarta,laptop_4738,93.125.77.193,0,1390,14
3e30c376-6f34-4d56-bb8,CUST_1002,4359.39,2024-06-18 00:59:41,debit card,electronics,9,28,Moscow,desktop_3692,133.35.43.87,1,13,0
b74d56eb-7a37-4040-923,CUST_1107,181.53,2024-03-12 21:57:33,crypto,groceries,7,64,Berlin,desktop_1129,103.155.160.233,0,285,21
c66cc849-6656-437d-bb5,CUST_1052,229.04,2024-03-26 16:24:46,debit card,automotive,9,73,Beijing,laptop_4232,228.226.176.228,0,467,16
eb7b1ab5-ff78-4457-a8e,CUST_1023,321.95,2024-05-18 08:37:16,debit card,sports,7,71,Mexico City,tablet_1383,131.159.174.194,0,641,8
a606a3df-c6b5-403a-b16,CUST_1028,168.66,2024-04-24 09:19:36,credit card,beauty,6,23,Chicago,desktop_3028,188.30.190.67,0,1191,9
f57319c9-8ccb-4ca2-855,CUST_1148,90.52,2024-04-06 19:33:47,debit card,clothing,6,29,Los Angeles,desktop_3293,145.119.179.77,0,975,19
0ac0edb7-de1f-444c-9b2,CUST_1049,129.62,2024-04-18 08:56:08,PayPal,jewelry,8,46,Istanbul,tablet_7974,211.184.232.26,0,184,8
10d7561d-a614-4901-9d4,CUST_1134,6449.95,2024-04-16 23:52:10,debit card,automotive,3,32,Beijing,laptop_8210,144.202.135.150,1,16,23
